test,algorithm,temperature,relative_upper_bound,uids,objective_value,largely_recommended,reliability,importance,engaging,pedagogy,layman_friendly,entertaining_relaxing,better_habits,diversity_inclusion,backfire_risk
1,random_greedy T=1000 c=10,1000.0,10.0,"['yt:DjwxOH3N-gc', 'yt:pdx09nmndzM', 'yt:syCmXKNxvwg', 'yt:mnGCJ4Hm5uI', 'yt:NohneFpSaB0', 'yt:Nu9wqcNARYc', 'yt:xdk2Sargd3o', 'yt:pvcrJLIQ38k', 'yt:RpXyy2RLnEU', 'yt:duIDvO_QGBY', 'yt:l0fIm8gMbTg', 'yt:zooDde_aCR0']",-8.81468328122249,0.7621422220644375,0.729003869213913,0.7793884362641698,0.8405453859194578,0.7901730989369496,0.8628560359279308,0.8653895479890737,0.6320358211165169,0.4408317316673693,0.7339091200735706
1,random_greedy T=1000 c=130,1000.0,130.0,"['yt:IanbA-CXwdw', 'yt:Et9Nf-rsALk', 'yt:7WGaMAb-ivs', 'yt:vty_31jMc2Y', 'yt:vnbzh0wt3sY', 'yt:bNfZ0yhVccw', 'yt:FoUyJ7aoIrc', 'yt:YOZbvw00qgI', 'yt:w5rfqSRYYlE', 'yt:-DfX3_CO2bU', 'yt:yWol7s7498Q', 'yt:446ITAWjMls']",-1.1717824902042793,0.7830601097417195,0.8088792082259779,0.7910886114460844,0.8444836988356343,0.8925839565082082,0.7029582187733694,0.8181387517613294,0.7777299426419342,0.43458606415202367,0.782632532789894
1,random_greedy T=1000 c=250,1000.0,250.0,"['yt:hdAEGAwlK0M', 'yt:N3BMx_Wt5Lk', 'yt:TvqFggk096w', 'yt:Br7tE3OtbQo', 'yt:lJoO8hWWC3U', 'yt:6vasbjzv34M', 'yt:pP44EPBMb8A', 'yt:rLIR53aSCPM', 'yt:cVoHNNoqrdY', 'yt:xcphSSvyuyQ', 'yt:BwP2mSZpe0Q', 'yt:KB30j_igzyQ']",-3.3220133465185526,0.8320043330831361,0.7952472512727264,0.7939538637324715,0.843324550106805,0.7940915373120884,0.822485763858099,0.7069063672135559,0.7852647842484201,0.4350048093467323,0.7750216030137943
1,random_greedy T=1000 c=370,1000.0,370.0,"['yt:M2PYkZ2Y_Ls', 'yt:ZoSlPBuZtO4', 'yt:KVl5kMXz1vA', 'yt:zd7efB-WexU', 'yt:nJslrTT-Yhc', 'yt:baxj1kuaWJ8', 'yt:Ylt9KD-B0eY', 'yt:rqVKYgDna4Y', 'yt:WYA1y405JW0', 'yt:qzLKe7wTIFY', 'yt:xaQJbozY_Is', 'yt:446ITAWjMls']",6.052395586508439,0.8300846880174734,0.809171871212203,0.7916192176373132,0.8435406324816851,0.8613845898376079,0.8542520353770036,0.8228601131436686,0.7727343131012135,0.4403939224429572,0.793456884879894
1,random_greedy T=1000 c=500,1000.0,500.0,"['yt:NeXIV-wMVUk', 'yt:rw8Gfh3UhYU', 'yt:EhAemz1v7dQ', 'yt:8I6TLhmpooQ', 'yt:N2jPMS3UiVA', 'yt:z8ItGWyP-3A', 'yt:kfe5mCHepo8', 'yt:5261f9uoeac', 'yt:aAQR-_GKaR8', 'yt:FhZRdS1x3ds', 'yt:G5E6-HhMR3s', 'yt:446ITAWjMls']",5.984000095289147,0.8571537541852939,0.8160846193025795,0.9027393676330132,0.8513108068126172,0.922413096952341,0.8660209270078294,0.8630125789485561,0.7841326539351916,0.48243612768284155,0.7811600081403495
1,r_75,,,"['yt:nJslrTT-Yhc', 'yt:2XPtzAQxMPw', 'yt:w5JRKUndWNk', 'yt:56nd5B5YDp0', 'yt:DjwxOH3N-gc', 'yt:yiw6_JakZFc', 'yt:J6eaL0vWlxg', 'yt:8ysjQYvgyCc', 'yt:R_sELs2Z1hE', 'yt:CPjUXaJpl9M', 'yt:5eW6Eagr9XA', 'yt:EiKIwERRnc0']",95.59823199079823,0.8342163577680736,0.8089722916213424,0.7916192176373132,0.845245886221334,0.9120354740987944,0.8600007051927802,0.864603507265044,0.782441683080864,0.43484865943576756,0.784767734876936
1,random_greedy T=3000 c=10,3000.0,10.0,"['yt:VIRV3foBoJw', 'yt:OzxuyvuPfbc', 'yt:03NtiW-NXcI', 'yt:oLFdBsYgU0A', 'yt:bAmP2CuZyC0', 'yt:ADuXFJ2crKs', 'yt:uVj6a33eyXs', 'yt:deyO6sEvgNw', 'yt:k3mUS3JM4aM', 'yt:LZGhBmDVi5A', 'yt:6p8zAbFKpW0', 'yt:zPneHz0MuKQ']",15.36272896545433,0.8758479186938495,0.804836664183878,0.8045771578705154,0.7858005016312771,0.907681600108356,0.8652828696533686,0.7523627563209837,0.8498570542724107,0.433711318076901,0.764089447278554
1,random_greedy T=3000 c=130,3000.0,130.0,"['yt:pXoZQsZP2PY', 'yt:venL5zkmgks', 'yt:ZxSTXnmzbvU', 'yt:XUZ42wBgQPo', 'yt:NxvQPzrg2Wg', 'yt:EiKIwERRnc0', 'yt:urhVbud_vMc', 'yt:dnT_Fu3CLPw', 'yt:_1c_HUbEkQY', 'yt:OZvcI5-HHSU', 'yt:auYFrkjjB3k', 'yt:zPneHz0MuKQ']",4.711131367407354,0.9247686466326027,0.8148811313542538,0.8454953527749571,0.8598226700413821,0.9150197981530352,0.85770818992589,0.7958206448962093,0.8568584488207536,0.43802591918893014,0.7807492269134861
1,random_greedy T=3000 c=250,3000.0,250.0,"['yt:lbWKPtXadIM', 'yt:wOJVqVHK1IA', 'yt:ZCMXgs5SB8w', 'yt:ymcBC7MFRIk', 'yt:1hEALL9fa9o', 'yt:0CmtDk-joT4', 'yt:-VxR1UzdrQM', 'yt:a4tbf-ftbds', 'yt:x8E8lCtUZWw', 'yt:KydO9rAqd7I', 'yt:1IYYXzbDm9I', 'yt:rJnWg9fLxlk']",-5.325021936293318,0.7171844941959529,0.7810278306863128,0.7833267858955629,0.7604786762902992,0.9043975277854418,0.8522886895498114,0.8535564862851931,0.7783462762528996,0.4335945867568546,0.7775274160429768
1,random_greedy T=3000 c=370,3000.0,370.0,"['yt:9q07HMOqlFo', 'yt:1iGISskc-EI', 'yt:Y4yeTTOTfO8', 'yt:c5JfOHyfFP0', 'yt:Jc1v2iuWg3Y', 'yt:leZ9faNrbmw', 'yt:FkKPsLxgpuY', 'yt:z9OpWQnohZk', 'yt:aircAruvnKk', 'yt:vSNtifE0Z2Q', 'yt:FoUyJ7aoIrc', 'yt:i65icff3g8k']",-2.315506811423088,0.8953611508517407,0.8056974160941184,0.8040516592163633,0.8357070013823971,0.9100651469914833,0.857923289875056,0.9373607024109193,0.9272933214983456,0.4513121500267017,0.7664640316082478
1,random_greedy T=3000 c=500,3000.0,500.0,"['yt:XC8l90KNNDQ', 'yt:2XPtzAQxMPw', 'yt:ajst4ZNjrhM', 'yt:L6OW3C-Y3fU', 'yt:h8ITONqZv4w', 'yt:3LopI4YeC4I', 'yt:0ue-wqSGWUI', 'yt:lqfNjyuMKeY', 'yt:B43IZ7JXsFk', 'yt:EShUTb_sJd8', 'yt:sy5VQvDGKd4', 'yt:KB30j_igzyQ']",-8.112144024787277,0.9311821872962843,0.8089722916213424,0.8173838905252135,0.8568706497821483,0.8996556651190032,0.8610812614630343,0.7366300734285591,0.8253707264886789,0.42713257952068445,0.7822079467724936
1,r_75,,,"['yt:uC8xcpCUFvk', 'yt:SfsCniN7Nsc', 'yt:urhVbud_vMc', 'yt:JXeJANDKwDc', 'yt:8BXyHtO2mzc', 'yt:8b3lhDyVqgk', 'yt:qNdzQgySocw', 'yt:tcFBRJTrPxI', 'yt:GuTgfnkILGs', 'yt:Y_hVOm5bsMc', 'yt:OvPLNb5vcEU', 'yt:56nd5B5YDp0']",106.10802975819601,0.9247686466326027,0.8450392296950232,0.8454953527749571,1.0,0.935899543992548,0.85770818992589,0.8385347101337627,0.8568584488207536,0.4381765403390622,0.7845569749138802
1,random_greedy T=5000 c=10,5000.0,10.0,"['yt:jxEtFZr21k8', 'yt:rvU_DPUeD5I', 'yt:aed8Q40M8r8', 'yt:ECXJ5rTNi74', 'yt:_kzc3Vkk7Xk', 'yt:8eXq-zlm0zM', 'yt:Tt5AwEU_BiM', 'yt:pcBEXsJAdHA', 'yt:r-akUOfUUow', 'yt:hZueeA9b1xY', 'yt:tcFBRJTrPxI', 'yt:d07ijTWMwnc']",15.134617457770219,0.8011830318317047,0.8097664583411972,0.6950292384193942,0.8407714598430656,0.9140203922753248,0.8454069924664729,0.7264340095821742,0.7416519735732529,0.6251758023200742,0.7737821249540999
1,random_greedy T=5000 c=130,5000.0,130.0,"['yt:gxAaO2rsdIs', 'yt:CtqU2u6TejE', 'yt:PVna0TW69pM', 'yt:Z2_Acu8lHRc', 'yt:fsIou7H3XkQ', 'yt:XmlW3jelTw8', 'yt:7CIvfkOdmHo', 'yt:64EHipxEh9c', 'yt:mm_UidMxDcM', 'yt:TXTW6t_Qtgw', 'yt:6E8VE6fZQoo', 'yt:cdSnF-6SW8o']",15.721335786723117,0.7958626573827029,0.8081550545315651,0.7925479835025729,0.7362031151723599,0.9101922489630387,0.7948225950329322,0.726276430611567,0.8829165544677743,0.4309770605670101,0.7782592243204636
