test,algorithm,alpha,uids,objective_value,largely_recommended,reliability,importance,engaging,pedagogy,layman_friendly,entertaining_relaxing,better_habits,diversity_inclusion,backfire_risk
1,dg_l=1/10*m,0.5,"['yt:F1Hq8eVOMHs', 'yt:url1TFdHlSI', 'yt:hdAEGAwlK0M', 'yt:CHoXZO7WFDA', 'yt:utWMGi8HTjY', 'yt:lqfNjyuMKeY', 'yt:GVJRZqI6h2k', 'yt:dc2zLRc3gZk', 'yt:nEQiRsFjnPw', 'yt:rofeHjDNE20']",1839.8928235586873,1.0011220660411007,0.3812967969974671,0.5424317350890109,0.5327707410636113,0.570370126703744,0.3132890596162471,0.22138008347206842,0.5649728076174798,0.5799953176801811,0.27282832462928075
1,rg_l=1/10*m_T=80,0.5,"['yt:F1Hq8eVOMHs', 'yt:hdAEGAwlK0M', 'yt:TFP3QqUapQo', 'yt:5yxVzlkW4X0', 'yt:cQcHghE856E', 'yt:z0KK0uaXfLE', 'yt:8WiiqssAME4', 'yt:IV3dnLzthDA', 'yt:OAxqOR6VRLk', 'yt:rofeHjDNE20']",1613.7873599872912,0.9282222682723651,0.285257344093783,0.48628000313442443,0.5397845236660475,0.538472122141275,0.30706580421101565,0.2017786905016908,0.5649728076174798,0.2719777856182503,0.30385200748362967
1,r_75,0.5,"['yt:F7YlkbhYq3s', 'yt:MI_r3s5xvIo', 'yt:GVJRZqI6h2k', 'yt:AQlqQEhVi1M', 'yt:o95Mt48xVgM', 'yt:SKmgDiDPblA', 'yt:BwP2mSZpe0Q', 'yt:ZnbDyyp-e1k', 'yt:5VVCrFhJ9vk', 'yt:aAQR-_GKaR8']",149.62006009893636,0.929698461172761,0.3365594522204782,0.4447290492172802,0.33776482456304036,0.5064970439462397,0.17759712789315302,0.152584940540265,0.4718804712378726,0.07649637704265444,0.19903578406886846
2,dg_l=1/10*m,0.5,"['yt:WPPPFqsECz0', 'yt:F1Hq8eVOMHs', 'yt:CHoXZO7WFDA', 'yt:utWMGi8HTjY', 'yt:lfzeKb5wDsU', 'yt:cebFWOlx848', 'yt:GVJRZqI6h2k', 'yt:Sm_FgccC9dk', 'yt:nEQiRsFjnPw', 'yt:80RfjcExcaI']",1783.0498281832843,1.0002159774976354,0.3456580443532726,0.634066166890253,0.5320466263771872,0.5751337020914568,0.4230468408786277,0.27707239828356184,0.6146498318094341,0.5225261651488246,0.3910663888123983
2,rg_l=1/10*m_T=80,0.5,"['yt:WPPPFqsECz0', 'yt:nEQiRsFjnPw', 'yt:sGLiSLAlwrY', 'yt:79DEa1JTqNA', 'yt:kRc45ySGUaE', 'yt:YMxtImOzyGw', 'yt:eObSmuqWDyU', 'yt:063Ayh_6EJg', 'yt:wvEafawFl64', 'yt:80RfjcExcaI']",1578.7248176605522,0.9163549071031994,0.2040633365038323,0.5922909067086257,0.5106527650862339,0.5751337020914568,0.4230468408786277,0.12584961680285578,0.5831134556385795,0.5225261651488246,0.3910663888123983
2,r_75,0.5,"['yt:5sgRTbTm91Q', 'yt:xSz1J7qL6Rc', 'yt:zIorF_UgEaM', 'yt:x3RWuzWzVpU', 'yt:ppSrAHoGwrI', 'yt:PbDWbzw-xbg', 'yt:SjL3ANyNhJc', 'yt:JwIcMQzh9mI', 'yt:V-TdjkRLv08', 'yt:Olur9mRLNjM']",95.17871639142587,0.6012004415052626,0.22069362942999754,0.3952530145445645,0.43040587467855235,0.4323660116553464,0.22303783173131408,0.36811676554472145,0.2864672291520717,0.2612450169722443,0.3021387950852286
3,dg_l=1/10*m,0.5,"['yt:url1TFdHlSI', 'yt:hdAEGAwlK0M', 'yt:5eW6Eagr9XA', 'yt:WHUJL-EjsGY', 'yt:sAjm3-IaRtI', 'yt:wtJwVZGuiOY', 'yt:GVJRZqI6h2k', 'yt:nEQiRsFjnPw', 'yt:E9c2y0eUBMs', 'yt:eAxokVZx5kg']",1808.386648298081,1.0001696611004172,0.36955455670552306,0.657990549271935,0.5809933970328036,0.5782541930436887,0.2962826045746196,0.1342962839350101,0.5425367519298745,0.5965943159833227,0.2719512739806555
3,rg_l=1/10*m_T=80,0.5,"['yt:url1TFdHlSI', 'yt:5eW6Eagr9XA', 'yt:WkDSLb-BhF8', 'yt:GVJRZqI6h2k', 'yt:jB6zh9gbsAo', 'yt:nEQiRsFjnPw', 'yt:FCghyAwkGUQ', 'yt:gtXHv95pwyE', 'yt:6-hQiPcHhFc', 'yt:eAxokVZx5kg']",1626.8443282296018,0.8913721470658187,0.36955455670552306,0.5235004258451987,0.41404795418623586,0.5782541930436887,0.3883416438210185,0.3238134528909919,0.5425367519298745,0.5965943159833227,0.357110290259717
3,r_75,0.5,"['yt:xXJBR6Cx7j4', 'yt:3FOrWMDL8CY', 'yt:851U557j6HE', 'yt:s847L0R9mO8', 'yt:d1Des_7CBxY', 'yt:aed8Q40M8r8', 'yt:zPTTxsdtI3A', 'yt:url1TFdHlSI', 'yt:8BXyHtO2mzc', 'yt:GEhYkjgx8Rw']",183.5401536051528,0.7983648281785304,0.36955455670552306,0.5310706469837551,0.5013796215488523,0.5782541930436887,0.19946224749293545,0.12698029179928205,0.5027304536518569,0.5965943159833227,0.3201766853406169
4,dg_l=1/10*m,0.5,"['yt:F1Hq8eVOMHs', 'yt:hdAEGAwlK0M', 'yt:CHoXZO7WFDA', 'yt:WHUJL-EjsGY', 'yt:lfzeKb5wDsU', 'yt:cebFWOlx848', 'yt:GVJRZqI6h2k', 'yt:dc2zLRc3gZk', 'yt:n3Xv_g3g-mA', 'yt:80RfjcExcaI']",1781.210071502103,0.95105774468821,0.38859222725586906,0.5869641757035994,0.6551142090472218,0.5384993775893104,0.31329396590864456,0.24651308590216148,0.6270291866375313,0.42130903088210775,0.2858155671501774
4,rg_l=1/10*m_T=80,0.5,"['yt:cebFWOlx848', 'yt:lfzeKb5wDsU', 'yt:n3Xv_g3g-mA', 'yt:GVJRZqI6h2k', 'yt:AwbZaTjXo-s', 'yt:6igTQ-yDw58', 'yt:0XPRVXqK3S8', 'yt:Rn_kLtLnKts', 'yt:JARXHwJoxNk', 'yt:80RfjcExcaI']",1546.6736669769311,0.8975081254884858,0.3642588274417191,0.49745708120342974,0.44534494106684824,0.5384993775893104,0.31329396590864456,0.24651308590216148,0.4779809660564372,0.42130903088210775,0.26648999986981176
4,r_75,0.5,"['yt:Y71mvOIpkWE', 'yt:Re7fycp7vIk', 'yt:HpUVJcKBMb0', 'yt:75bbNdlX2pA', 'yt:jtIZZs-GAOA', 'yt:mvFKxPJFckk', 'yt:vSNtifE0Z2Q', 'yt:JcFRbecX6bk', 'yt:6gjMfVcKA_o', 'yt:_jGbRsxHi7Q']",168.70464911932098,0.9573849420479148,0.0056476951704595045,0.6382944139214534,0.4577469373446856,0.0652832697538277,0.2140880937922587,0.14204845450562562,0.3993550418803264,0.5466767819093574,-0.0015236090588618674
5,dg_l=1/10*m,0.5,"['yt:url1TFdHlSI', 'yt:ZdEVVDk48L4', 'yt:Sm_FgccC9dk', 'yt:sAjm3-IaRtI', 'yt:EhAemz1v7dQ', 'yt:E9c2y0eUBMs', 'yt:dGJzpQwA090', 'yt:urhVbud_vMc', 'yt:afGzhzfzRAE', 'yt:n-NJ-B_IIFw']",1849.9117782761944,1.000467588083669,0.3659766833861125,0.5667990096400751,0.4910441621623125,0.5725498391682563,0.22096883052620134,-0.0678618170645148,0.5623041621925187,0.5802772721877804,0.23804005720370802
5,rg_l=1/10*m_T=80,0.5,"['yt:url1TFdHlSI', 'yt:ZdEVVDk48L4', 'yt:deyO6sEvgNw', 'yt:or5WdufFrmI', 'yt:f3RNHlgsGf8', 'yt:S1zFnV2pFPU', 'yt:xp3X-5Ilo2w', 'yt:urhVbud_vMc', 'yt:7i1Bq6pr120', 'yt:n-NJ-B_IIFw']",1672.2126035273418,0.945749600130947,0.3659766833861125,0.44541608613654365,0.43748353365861814,0.5725498391682563,0.3398472455493896,0.34849952680772545,0.5335105981226057,0.5802772721877804,0.17571474809386284
5,r_75,0.5,"['yt:VKsekCHBuHI', 'yt:91k4gpcDI7o', 'yt:OEXedoyp0_k', 'yt:deyO6sEvgNw', 'yt:EiKIwERRnc0', 'yt:9BiXolIntr4', 'yt:LxgMdjyw8uw', 'yt:_f6HzL0Nh2g', 'yt:YVlZZnCSrIE', 'yt:oafm733nI6U']",153.5869105233995,0.7944719006495126,0.3908710165380543,0.44624657192948375,0.40263841512090764,0.48524153734738873,0.2599221208131524,0.30054599165243473,0.5335105981226057,0.2205263057356453,0.38288025253632263
6,dg_l=1/10*m,0.5,"['yt:url1TFdHlSI', 'yt:cebFWOlx848', 'yt:WHUJL-EjsGY', 'yt:wtJwVZGuiOY', 'yt:GVJRZqI6h2k', 'yt:nEQiRsFjnPw', 'yt:ecqtrDTfDm4', 'yt:2XPtzAQxMPw', 'yt:IV3dnLzthDA', 'yt:n-NJ-B_IIFw']",1781.4812867013547,1.0001796522818065,0.38584893029223305,0.5424467265206118,0.5809933970328036,0.5993274425070276,0.31363130433810277,0.2533628130399741,0.5516310932711233,0.5908851753175949,0.31574488502831444
6,rg_l=1/10*m_T=80,0.5,"['yt:url1TFdHlSI', 'yt:cebFWOlx848', 'yt:ecqtrDTfDm4', 'yt:bSWFpCdITjI', 'yt:IV3dnLzthDA', 'yt:wtJwVZGuiOY', 'yt:FuqIY-Xf5Is', 'yt:2XPtzAQxMPw', 'yt:hb2sDB4Bbts', 'yt:n-NJ-B_IIFw']",1593.368588122501,0.8453797761755182,0.38584893029223305,0.4640796367833612,0.52641037708317,0.5993274425070276,0.27430363505970295,0.2533628130399741,0.511157536852926,0.5908851753175949,0.31574488502831444
