test,algorithm,uids,objective_value,largely_recommended,reliability,importance,engaging,pedagogy,layman_friendly,entertaining_relaxing,better_habits,diversity_inclusion,backfire_risk
1,g_sample_q=0.75_n=20,"['yt:SdPuR4Vdl38', 'yt:3q-7Tam2cuc', 'yt:d1Des_7CBxY', 'yt:9CO6M2HsoIA', 'yt:NJ7W6HFHPYs', 'yt:YcXx4Q2ingo', 'yt:hsXPSiUm_MY', 'yt:HaVWbdlAiCQ', 'yt:Sqdrr6DETNw', 'yt:NLwqzgniqpA']",356.36648601534426,0.7265703335603597,0.6633632500358037,0.6830238396760907,0.7064822040644635,0.6566322657454222,0.5869078199143417,-0.15601359762980405,0.7403379408357783,0.7795233285340902,0.6029901080297645
1,g_sample_q=0.75_n=90,"['yt:utWMGi8HTjY', 'yt:WPPPFqsECz0', 'yt:lUWj0Mhr8bs', 'yt:YC-v3whLUX0', 'yt:dDhTMIao-fM', 'yt:NTUIOgLHEFU', 'yt:VlWvnhSiuck', 'yt:wcfY44oh70Q', 'yt:wtJwVZGuiOY', 'yt:ik_v98sCtsI']",331.75901800787096,0.946634366013994,0.5975002116184391,0.9490558337601043,0.8201401117608401,0.8958477378802461,0.8309265456052275,0.2547939408360363,0.9492108150230236,0.7251295510359572,0.8551678820836595
1,g_sample_q=0.75_n=160,"['yt:sAjm3-IaRtI', 'yt:IVqXKP91L4E', 'yt:utWMGi8HTjY', 'yt:Y71mvOIpkWE', 'yt:ZdEVVDk48L4', 'yt:sGLiSLAlwrY', 'yt:F7YlkbhYq3s', 'yt:dGJzpQwA090', 'yt:Aj7PKDTrbjQ', 'yt:ik_v98sCtsI']",403.5624427710594,1.0,0.5369693216053464,1.0,0.8081956678570219,0.6339928026564201,0.12710795018654705,-0.7548986170539623,0.9492108150230236,0.8154279020794774,0.3865983226977107
1,g_sample_q=0.75_n=230,"['yt:E9c2y0eUBMs', 'yt:IVqXKP91L4E', 'yt:WHUJL-EjsGY', 'yt:CHoXZO7WFDA', 'yt:Sm_FgccC9dk', 'yt:Aj7PKDTrbjQ', 'yt:LdjYWkv4F-U', 'yt:QprkRP-Dylo', 'yt:dDhTMIao-fM', 'yt:I3CsL15U-sM']",379.4390987221179,0.9931992521111431,0.7091856813614742,0.9060992773186607,0.895563850854232,0.5964126248423188,0.27746781828890277,-0.0690715326062641,0.7607790561969529,0.5210078708539319,0.5237231811678237
1,g_sample_q=0.75_n=300,"['yt:IVqXKP91L4E', 'yt:hdAEGAwlK0M', 'yt:GVJRZqI6h2k', 'yt:dGJzpQwA090', 'yt:Aj7PKDTrbjQ', 'yt:LdjYWkv4F-U', 'yt:lfzeKb5wDsU', 'yt:url1TFdHlSI', 'yt:deyO6sEvgNw', 'yt:n-NJ-B_IIFw']",367.0455938145976,0.9931992521111431,0.710735204097933,0.8759410618974717,0.802044501464544,1.0,0.5042582808391126,-0.14869784160558383,0.8798145464618662,1.0,0.6004809234205681
1,r_75,"['yt:aAQR-_GKaR8', 'yt:4GWOdkhAnX4', 'yt:k12p5eVva1Q', 'yt:BJxwouM5a6o', 'yt:Fib_7AZpp9I', 'yt:S4nRrLO-1Jw', 'yt:F7YlkbhYq3s', 'yt:t6V1TcYp51Q', 'yt:ghIQzrHzwTk', 'yt:GGtAilkWTtI']",134.1445555331241,0.8647756691726115,0.5098223460766247,0.7748817546887629,0.4770680291844383,0.5273143458313906,0.3198318126496034,0.3343419363245719,0.8352268726486456,0.4746280501701491,0.26491378064639903
2,g_sample_q=0.75_n=20,"['yt:zmCl5i_sEiM', 'yt:8b3lhDyVqgk', 'yt:I9hJ_Rux9y0', 'yt:396Zm7w2cNo', 'yt:NFMyZMditVA', 'yt:m9APFfDGRuk', 'yt:b1iXIZ71Hek', 'yt:HYuqC13LZ1Q', 'yt:NLwqzgniqpA', 'yt:skdY4x74nlg']",346.50078470537215,0.7791060945847854,0.5626420844388719,0.7380415179925475,0.535111581243961,0.8491034423412138,0.7677593433042614,0.6294019254875441,0.8034145353883458,0.5860354212373321,0.6769313382718499
2,g_sample_q=0.75_n=90,"['yt:GVJRZqI6h2k', 'yt:LdjYWkv4F-U', 'yt:Y4yeTTOTfO8', 'yt:dDhTMIao-fM', 'yt:5eW6Eagr9XA', 'yt:SdPuR4Vdl38', 'yt:R4XgsA4t2zI', 'yt:sDPk-r18sb0', 'yt:oweVFXFFh04', 'yt:ik_v98sCtsI']",307.12013864274013,0.8912209415401622,0.8859038066956828,0.7787309954079356,0.7679818193138213,0.88801467719455,0.4313697129384597,0.628788009020581,0.8436323779619378,0.4569892676514131,1.0
2,g_sample_q=0.75_n=160,"['yt:E9c2y0eUBMs', 'yt:lqfNjyuMKeY', 'yt:GVJRZqI6h2k', 'yt:WPPPFqsECz0', 'yt:GuTgfnkILGs', 'yt:urhVbud_vMc', 'yt:R2fjRbc9Sa0', 'yt:ecqtrDTfDm4', 'yt:8BXyHtO2mzc', 'yt:n-NJ-B_IIFw']",370.6784433692524,0.9795577980733939,0.6273450310850608,0.8269558966656594,1.0,0.8958477378802461,0.8309265456052275,0.2547939408360363,0.9486921259247459,0.46805450012045297,0.8551678820836595
2,g_sample_q=0.75_n=230,"['yt:lqfNjyuMKeY', 'yt:lYXQvHhfKuM', 'yt:utWMGi8HTjY', 'yt:ZdEVVDk48L4', 'yt:qwFSHelaMV4', 'yt:F7YlkbhYq3s', 'yt:Sm_FgccC9dk', 'yt:GuTgfnkILGs', 'yt:urhVbud_vMc', 'yt:n-NJ-B_IIFw']",390.0211678540669,0.9596885308041674,0.5369693216053464,0.9490558337601043,1.0,0.7163992945536363,0.27746781828890277,-0.374661830139421,0.9492108150230236,0.38879632483497667,0.5237231811678237
2,g_sample_q=0.75_n=300,"['yt:E9c2y0eUBMs', 'yt:lqfNjyuMKeY', 'yt:lYXQvHhfKuM', 'yt:Y71mvOIpkWE', 'yt:or5WdufFrmI', 'yt:ZdEVVDk48L4', 'yt:WPPPFqsECz0', 'yt:CHoXZO7WFDA', 'yt:F7YlkbhYq3s', 'yt:ik_v98sCtsI']",409.2518222716539,0.9795577980733939,0.5098223460766247,0.9853380003600454,0.8609406835459293,0.8958477378802461,0.8309265456052275,0.2547939408360363,0.9486921259247459,0.8154279020794774,0.8551678820836595
2,r_75,"['yt:7dkDxmZPWD4', 'yt:FTqUpolCvpk', 'yt:hdAEGAwlK0M', 'yt:7kYXEBHePJc', 'yt:FP-9xsQYZwg', 'yt:kqzwCk0Ha5E', 'yt:OmIYzIkHiaA', 'yt:xgy0rW0oaFI', 'yt:ezdtQIrO8oI', 'yt:t6V1TcYp51Q']",122.14783518558856,0.8898058439773178,0.48384371418861394,0.8002539767006991,0.7342135511686694,0.6055931721964046,0.1270279843986187,-0.014567163432131495,0.739017747379153,0.46893100224685497,0.6004809234205681
3,g_sample_q=0.75_n=20,"['yt:F1Hq8eVOMHs', 'yt:hNMRSUFuHPg', 'yt:d1Des_7CBxY', 'yt:79DEa1JTqNA', 'yt:SCYMx75Ao8A', 'yt:n-NJ-B_IIFw', 'yt:b87b2yXRCgY', 'yt:NotAk1zhD9c', 'yt:X0F7RPVitPk', 'yt:CoJtE1_cNZs']",184.730017684671,0.8531934303746965,0.8196900029645886,0.8508109757624631,0.5971102991871461,0.8873216333156579,0.5994545838908989,0.44213457666596695,1.0,0.5794061966350598,0.6760302995326145
3,g_sample_q=0.75_n=90,"['yt:GVJRZqI6h2k', 'yt:iW0LiIMYqrU', 'yt:GuTgfnkILGs', 'yt:YC-v3whLUX0', 'yt:urhVbud_vMc', 'yt:LdjYWkv4F-U', 'yt:dc2zLRc3gZk', 'yt:79G5FwAhBDA', 'yt:8nzRXxPnlPQ', 'yt:OCypn_jjC9k']",333.2784112115954,0.8912209415401622,0.7689103773009615,0.8570493158107959,1.0,0.88801467719455,0.2850139809883448,0.4850848682030633,0.8706807290311159,0.4569892676514131,0.23626938180061502
3,g_sample_q=0.75_n=160,"['yt:sAjm3-IaRtI', 'yt:E9c2y0eUBMs', 'yt:lqfNjyuMKeY', 'yt:afGzhzfzRAE', 'yt:utWMGi8HTjY', 'yt:or5WdufFrmI', 'yt:GVJRZqI6h2k', 'yt:sGLiSLAlwrY', 'yt:lUWj0Mhr8bs', 'yt:_FgR0l_fQYs']",413.07297453657844,1.0,0.6273450310850608,1.0,0.8081956678570219,0.88801467719455,-0.2056068811483928,-0.8270715449661094,0.9492108150230236,0.7158648855938057,0.3052100996212076
3,g_sample_q=0.75_n=230,"['yt:IVqXKP91L4E', 'yt:XhRbt3R41hs', 'yt:Y71mvOIpkWE', 'yt:or5WdufFrmI', 'yt:WPPPFqsECz0', 'yt:sGLiSLAlwrY', 'yt:lUWj0Mhr8bs', 'yt:LdjYWkv4F-U', 'yt:deyO6sEvgNw', 'yt:80RfjcExcaI']",394.568258452301,0.9931992521111431,0.7897417983254243,0.9853380003600454,0.7950467359873713,0.8958477378802461,0.8309265456052275,0.2547939408360363,0.9886914747253466,0.8154279020794774,0.8551678820836595
3,g_sample_q=0.75_n=300,"['yt:sAjm3-IaRtI', 'yt:E9c2y0eUBMs', 'yt:lqfNjyuMKeY', 'yt:WHUJL-EjsGY', 'yt:ZdEVVDk48L4', 'yt:iW0LiIMYqrU', 'yt:WPPPFqsECz0', 'yt:Aj7PKDTrbjQ', 'yt:LdjYWkv4F-U', 'yt:80RfjcExcaI']",410.42558735173094,1.0,0.7091856813614742,1.0,0.895563850854232,0.8958477378802461,0.8309265456052275,0.2547939408360363,0.9486921259247459,0.7158648855938057,0.8551678820836595
3,r_75,"['yt:TeuSuquvsGI', 'yt:tcFBRJTrPxI', 'yt:FNJO1pZV-I8', 'yt:soYkEqDp760', 'yt:2Ge5pi1EMcw', 'yt:gW3oWM0Uefk', 'yt:isQCzhdVnzY', 'yt:Ns8NvPPHX5Y', 'yt:EvknN89JoWo', 'yt:sCqv4ATbUXI']",95.60700904401257,0.5010066097501822,0.4223536564992822,0.5148195028416233,0.6993986010328477,0.7727086686016461,0.6707923656703625,0.6114615979394444,0.5337257413327688,0.31387407605818834,0.3090346072141274
4,g_sample_q=0.75_n=20,"['yt:oweVFXFFh04', 'yt:5KdH3tLbOfY', 'yt:sDxvadwizw8', 'yt:2Mf7Bv0PzCs', 'yt:zRPiNFhkb0w', 'yt:N7jWpMUF5wQ', 'yt:7TmcXYp8xu4', 'yt:xgy0rW0oaFI', 'yt:5261f9uoeac', 'yt:_t6u-2wcg98']",311.1414243084214,0.7060088278206132,0.7014261852563736,0.6378048496268951,0.46292007327324347,0.6241223752119424,0.18178500244554274,-0.09243324092294104,0.5524395575109763,0.6431275597288124,0.35212241331845107
4,g_sample_q=0.75_n=90,"['yt:XhRbt3R41hs', 'yt:qwFSHelaMV4', 'yt:QprkRP-Dylo', 'yt:8BXyHtO2mzc', 'yt:VlWvnhSiuck', 'yt:V6x9bXTU0vY', 'yt:6-hQiPcHhFc', 'yt:6haF08QQe2E', 'yt:7i1Bq6pr120', 'yt:MFYSyyfgANE']",324.80813450304305,0.9544007185384779,0.7897417983254243,0.9014136898968058,0.8201401117608401,0.7307814796859973,0.4117414734029198,-0.3949796735435408,0.9886914747253466,0.7251295510359572,0.11195330654693947
4,g_sample_q=0.75_n=160,"['yt:sAjm3-IaRtI', 'yt:E9c2y0eUBMs', 'yt:WHUJL-EjsGY', 'yt:ZdEVVDk48L4', 'yt:qwFSHelaMV4', 'yt:hdAEGAwlK0M', 'yt:Wxp__MZgwAI', 'yt:F7YlkbhYq3s', 'yt:lUWj0Mhr8bs', 'yt:I3CsL15U-sM']",400.7026590192128,1.0,0.7091856813614742,1.0,0.895563850854232,0.6669602879602547,-0.2803081680061881,-0.6654503708806598,0.8352268726486456,0.7158648855938057,0.6004809234205681
4,g_sample_q=0.75_n=230,"['yt:E9c2y0eUBMs', 'yt:lqfNjyuMKeY', 'yt:Y71mvOIpkWE', 'yt:qwFSHelaMV4', 'yt:WPPPFqsECz0', 'yt:GuTgfnkILGs', 'yt:urhVbud_vMc', 'yt:LdjYWkv4F-U', 'yt:lfzeKb5wDsU', 'yt:80RfjcExcaI']",391.2425771306798,0.9795577980733939,0.6647769219560106,0.9853380003600454,1.0,0.8958477378802461,0.8309265456052275,0.2547939408360363,0.9486921259247459,0.8154279020794774,0.8551678820836595
