test,algorithm,alpha,uids,objective_value,largely_recommended,reliability,importance,engaging,pedagogy,layman_friendly,entertaining_relaxing,better_habits,diversity_inclusion,backfire_risk
1,dg_l=1/10,0.5,"['yt:XhRbt3R41hs', 'yt:afGzhzfzRAE', 'yt:lYXQvHhfKuM', 'yt:or5WdufFrmI', 'yt:CHoXZO7WFDA', 'yt:Wxp__MZgwAI', 'yt:sGLiSLAlwrY', 'yt:F1Hq8eVOMHs', 'yt:R2fjRbc9Sa0', 'yt:ik_v98sCtsI']",654.5478303023839,1.0001182573161336,0.4268314565430941,0.5921776619647894,0.603568797470728,0.5300986408380597,0.3149098730696675,0.20471229861311013,0.6211074556405533,0.3531615251936729,0.2757617904516965
1,dg_l=1/10*m,0.5,"['yt:XhRbt3R41hs', 'yt:F1Hq8eVOMHs', 'yt:CHoXZO7WFDA', 'yt:cebFWOlx848', 'yt:n3Xv_g3g-mA', 'yt:wtJwVZGuiOY', 'yt:lYXQvHhfKuM', 'yt:afGzhzfzRAE', 'yt:YMxtImOzyGw', 'yt:ik_v98sCtsI']",1749.0506796854413,1.0001182573161336,0.4268314565430941,0.5921776619647894,0.603568797470728,0.5300986408380597,0.3324876311388945,0.2597286854064786,0.6211074556405533,0.49040073081055485,0.2505478033383042
1,random,0.5,"['yt:XvAbvbQ2LdY', 'yt:j_XKbJd6gso', 'yt:rvU_DPUeD5I', 'yt:Q63JItjAsow', 'yt:WOgxjTbLXWs', 'yt:Dh9TMKcneT0', 'yt:wOJVqVHK1IA', 'yt:xfN6lgxedEI', 'yt:aGS2U5bqoAQ', 'yt:HHyUr6RPMSk']",165.19057943831666,0.5403347695004022,0.0037619673001133298,0.28367532698222864,0.3251680192341237,0.05010293107762621,0.046211339867766016,0.07686098744275158,0.22167198251110007,0.21614541483984698,0.204628131362585
1,r_50,0.5,"['yt:fsIou7H3XkQ', 'yt:bNEjzjeSHgI', 'yt:Y0LA7Ff2hgs', 'yt:hSYwASZPzXA', 'yt:p56EE0N1NGE', 'yt:7dE_OCi1qWk', 'yt:mxWbFG32_dw', 'yt:dAuVpYXgAgQ', 'yt:hSYwASZPzXA', 'yt:vsrF9Av5dMw']",127.30860823596898,0.5139071736056535,0.27408070665868284,0.3462460310081369,0.3961631612039438,0.18688353430324836,0.3315262109314882,-0.03813410259512312,0.3117074647557318,0.24251309861234238,0.2429456189501184
1,r_75,0.5,"['yt:d2LQmnfloNM', 'yt:RilwnjDwTOc', 'yt:GQjuJ6XXxFE', 'yt:sGLiSLAlwrY', 'yt:73XA4CRqe_g', 'yt:Iv0N5HSz6FA', 'yt:AP2QmM-9FuA', 'yt:ik_v98sCtsI', 'yt:kICh_d6tHQk', 'yt:73XA4CRqe_g']",172.10540718076004,0.905133244403528,0.06342324427346802,0.5771880985792742,0.5388889534457373,0.2170415476274525,0.14844711606589897,0.016993032896700976,0.4128605783606089,0.2885837019413438,0.028473217959768923
1,r_agg_50,0.5,"['yt:FW0S2uLpmgQ', 'yt:I5-dI74zxPg', 'yt:TsNkDn3pAtE', 'yt:-BnSRVqKZ6g', 'yt:g-pysAEnPtQ', 'yt:iKKc7vRwubw', 'yt:MuSpZBVcxow', 'yt:3Bax8ijH038', 'yt:RilwnjDwTOc', 'yt:5L5-h3n5Gb0']",258.31697897475226,0.6689507272621854,0.1524388267058222,0.3573022604295334,0.3212417949048561,0.4931370365919037,0.4454941387287844,0.231813875927407,0.5517144032139172,0.27452893251497645,0.26659016905726096
1,r_agg_75,0.5,"['yt:jrGdZnR59KU', 'yt:Vp6i8bg45wU', 'yt:C5R-XgS172k', 'yt:3L-4GkcZJAo', 'yt:qtAvaE2YxV0', 'yt:OCypn_jjC9k', 'yt:vdroRyspQlU', 'yt:GWOgO_ZTqVc', 'yt:UDuImDPghHY', 'yt:RXNcevGTmUo']",180.02059757157318,0.6377754491289878,0.2529515939571067,0.33080358556158057,0.48877412086425326,0.5499991635906814,0.5253273250922063,0.156193378453702,0.4363471500435397,0.44214671178204135,0.4272167177636745
2,dg_l=1/10,0.5,"['yt:XhRbt3R41hs', 'yt:WHUJL-EjsGY', 'yt:WPPPFqsECz0', 'yt:F7YlkbhYq3s', 'yt:Sm_FgccC9dk', 'yt:GuTgfnkILGs', 'yt:EhAemz1v7dQ', 'yt:LdjYWkv4F-U', 'yt:lfzeKb5wDsU', 'yt:80RfjcExcaI']",641.197448991308,1.0001777685959523,0.4497856723211736,0.6424065714816094,0.6078115577329719,0.5481839655118786,0.42204962634643595,0.12287683870904721,0.58629659711086,0.3510403956192078,0.3992633540328582
2,dg_l=1/10*m,0.5,"['yt:WPPPFqsECz0', 'yt:XhRbt3R41hs', 'yt:5eW6Eagr9XA', 'yt:WHUJL-EjsGY', 'yt:lfzeKb5wDsU', 'yt:n3Xv_g3g-mA', 'yt:Sm_FgccC9dk', 'yt:EhAemz1v7dQ', 'yt:dc2zLRc3gZk', 'yt:80RfjcExcaI']",1799.6322395855682,1.0001777685959523,0.4497856723211736,0.6424065714816094,0.5443340592370497,0.5481839655118786,0.42204962634643595,0.2339368625282357,0.58629659711086,0.42949605289884035,0.3992633540328582
2,random,0.5,"['yt:t0yPqAkoaGY', 'yt:vdroRyspQlU', 'yt:6s_zXFmWM6g', 'yt:Rtsi5PkCh2k', 'yt:B3Nlodp78jc', 'yt:JIUYCBTaRzA', 'yt:HpUVJcKBMb0', 'yt:NOYa3YzVtyk', 'yt:HMystmGbctw', 'yt:6s_zXFmWM6g']",239.07198760513077,0.7626565252114005,0.11064275624506918,0.3267134653642066,0.20505964605033677,0.13646682540778757,0.16809095839124102,0.07035815839228102,0.19588339345819517,0.24377840305522605,0.033861649389357186
2,r_50,0.5,"['yt:GofLYMzKzv4', 'yt:C9bLMf6Q-qk', 'yt:N0iytd4pn6o', 'yt:wKimU8jy2a8', 'yt:3FOrWMDL8CY', 'yt:g_UR5FlOLKA', 'yt:GofLYMzKzv4', 'yt:B0VC5kdKd5U', 'yt:USRhOzgeDEs', 'yt:hSYwASZPzXA']",125.1988259880275,0.651081236590474,0.36849794751673765,0.3229633911401664,0.3408832146453549,0.18436790401694625,0.16734909504486295,0.13558287676963593,0.20234746265902281,0.16004073086936346,0.330069876555587
2,r_75,0.5,"['yt:Sm_FgccC9dk', 'yt:3hCffvguLTQ', 'yt:pnVEnLm9aWA', 'yt:T58RZcvs7b8', 'yt:khqRfhKXNmE', 'yt:mxWbFG32_dw', 'yt:WHUJL-EjsGY', 'yt:BItgaqseB6Y', 'yt:5N44LOHTw8M', 'yt:5L5-h3n5Gb0']",177.469922256259,0.989692592258088,0.40390613637025624,0.6233713840208394,0.5443340592370497,0.42007909730607446,0.29807776580047046,-0.11456906001218985,0.46375644868172555,0.3122257315027252,0.24582540668535627
2,r_agg_50,0.5,"['yt:xXJBR6Cx7j4', 'yt:4hHA-oqpNig', 'yt:ETD-aNGw8Ng', 'yt:5261f9uoeac', 'yt:Lm0vHQYKI-Y', 'yt:rTq44CR4YoY', 'yt:KzA9VATcZhY', 'yt:MnT1xgZgkpk', 'yt:75d_29QWELk', 'yt:mw1M-ImGaG8']",292.68720638323776,0.5938324973751842,0.3264187948243437,0.37472742235266576,0.46974372860387814,0.5385203687574361,0.47159793121142957,0.4093678560168646,0.5520486195950334,0.4395422130432239,0.3277416726944692
2,r_agg_75,0.5,"['yt:DKspWVodz84', 'yt:RcTgh8_R920', 'yt:wXqIZxV6VHE', 'yt:b1iXIZ71Hek', 'yt:chkcEMtwmow', 'yt:Tx0yw5R2XpY', 'yt:P_mOtUGcq20', 'yt:2BrVYeTywNI', 'yt:eruVCRrIkCY', 'yt:l0iV4uVQ1Ec']",202.7080975406012,0.6043410761510936,0.1562279474209198,0.4923571847673329,0.3164982120875503,0.3335839366817495,0.27119097423561145,0.3126963952564047,0.37804521746529796,0.18785393416843424,0.15595464944067872
3,dg_l=1/10,0.5,"['yt:afGzhzfzRAE', 'yt:ZdEVVDk48L4', 'yt:GVJRZqI6h2k', 'yt:iW0LiIMYqrU', 'yt:sGLiSLAlwrY', 'yt:F1Hq8eVOMHs', 'yt:Aj7PKDTrbjQ', 'yt:XT5JqQlyz_s', 'yt:dc2zLRc3gZk', 'yt:rofeHjDNE20']",635.678485272863,1.0001770494000877,0.3199609141952971,0.6363478652418377,0.5575713693995271,0.535706265558644,0.31656829267269293,0.2212089245999006,0.5890524053863332,0.5773315247763354,0.17704544694922975
3,dg_l=1/10*m,0.5,"['yt:F1Hq8eVOMHs', 'yt:5eW6Eagr9XA', 'yt:ZdEVVDk48L4', 'yt:n3Xv_g3g-mA', 'yt:SdPuR4Vdl38', 'yt:GVJRZqI6h2k', 'yt:dc2zLRc3gZk', 'yt:nEQiRsFjnPw', 'yt:afGzhzfzRAE', 'yt:rofeHjDNE20']",1752.2365859125325,1.0001770494000877,0.3199609141952971,0.6363478652418377,0.49323589584616406,0.535706265558644,0.334238621032826,0.2212089245999006,0.5890524053863332,0.49534358755222196,0.21258010282626494
3,random,0.5,"['yt:Ic3xHn1E8EE', 'yt:pkAs7eB15Co', 'yt:6bdJ2GkPGuE', 'yt:l7tWoPk25yU', 'yt:SUelbSa-OkA', 'yt:hZbVW04Ohjk', 'yt:NSxqx5ravDo', 'yt:zjaUqUozwdc', 'yt:rD2jnz_0MyA', 'yt:D_amTRVS0Cg']",186.7528253660216,0.6367353618489169,0.43412825244162634,0.28204240937479447,0.315433568916585,0.3922203460985224,0.2553883746934567,0.3735514124390131,0.3761869715258323,0.19750150480960144,0.44026878165235034
3,r_50,0.5,"['yt:3hCffvguLTQ', 'yt:Louth2yr9L8', 'yt:oKQ-qsLLgV0', 'yt:a1wOyixKc2I', 'yt:D3lObmKSAU0', 'yt:ik_v98sCtsI', 'yt:3h_6zy58acE', 'yt:YMxtImOzyGw', 'yt:92qDfT8pENs', 'yt:P_mOtUGcq20']",164.05575247650825,0.7296969594117729,0.15068328389217753,0.5720137115090838,0.40146466022664645,0.5022445411734682,0.07737542911368782,-0.009441004017922815,0.5150996543608163,0.4527340551305757,0.24867093184856698
3,r_75,0.5,"['yt:vSNtifE0Z2Q', 'yt:79DEa1JTqNA', 'yt:79DEa1JTqNA', 'yt:OEXedoyp0_k', 'yt:KCSsKV5F4xc', 'yt:7i1Bq6pr120', 'yt:YdRgQZ8gJwk', 'yt:41vETgarh_8', 'yt:xXbvbbIwgHg', 'yt:JpRtcjVLNro']",132.4488790675882,0.7586878014155275,0.31176802420458977,0.42970953209241886,0.23860402621026475,0.27219055033168504,0.23993050383141115,0.11771993049575841,0.3683875190094985,0.40979274519569675,0.3103676235445962
3,r_agg_50,0.5,"['yt:yT01CAWDtGM', 'yt:EijNDP-fRZ4', 'yt:jXIaQLCVB2M', 'yt:CTV-wwszGw8', 'yt:jIHRAVq8IB4', 'yt:t6V1TcYp51Q', 'yt:FvjbhiILmPk', 'yt:FP-9xsQYZwg', 'yt:R4XgsA4t2zI', 'yt:6R_zZ7mHSgs']",334.14377300614217,0.7579201867435246,0.20811723351731604,0.4871477955943884,0.34760696701408245,0.2537629429853594,0.2422294888185702,0.040753324215860115,0.3857632321948351,0.1562572880930573,0.07984992538999165
3,r_agg_75,0.5,"['yt:OOBJ8BmT5IQ', 'yt:3K25VPdbAjU', 'yt:ybPgmjTRvMo', 'yt:mLEWj-61a4I', 'yt:Ic3xHn1E8EE', 'yt:UEGx4Ofhzo0', 'yt:eLLIm-GpJh4', 'yt:gxAaO2rsdIs', 'yt:t0yPqAkoaGY', 'yt:n3Xv_g3g-mA']",227.91097546351457,0.7595710566221543,0.30255529325241326,0.49114106803121965,0.4391381824084649,0.4219266752679205,0.334238621032826,0.2477662102657352,0.44242672032043373,0.4246887578725885,0.2831427606405066
4,dg_l=1/10,0.5,"['yt:sAjm3-IaRtI', 'yt:E9c2y0eUBMs', 'yt:lqfNjyuMKeY', 'yt:qwFSHelaMV4', 'yt:GVJRZqI6h2k', 'yt:WPPPFqsECz0', 'yt:CHoXZO7WFDA', 'yt:Sm_FgccC9dk', 'yt:dGJzpQwA090', 'yt:ik_v98sCtsI']",660.4709358546902,1.0002044493651097,0.3405774862039402,0.6148580887565004,0.5869659735000075,0.5278005728426262,0.44504372186136415,0.12420668838699195,0.5519859770836467,0.49960417957107117,0.40677893923541336
