test,algorithm,alpha,uids,objective_value,largely_recommended,reliability,importance,engaging,pedagogy,layman_friendly,entertaining_relaxing,better_habits,diversity_inclusion,backfire_risk
1,rg_l=1/10*m_t=20,0.5,"['yt:BMWXri_lrg8', 'yt:hdAEGAwlK0M', 'yt:lV4U5oY9XBc', 'yt:Pr2iWzbyfMI', 'yt:LafrIPLgHCA', 'yt:R6OeG8P0pIM', 'yt:SdPuR4Vdl38', 'yt:BlA0SSjaXnY', 'yt:O_v-tIndr1M', 'yt:80RfjcExcaI']",1527.1607545498484,0.8898058439773178,0.5116231182828058,0.8002539767006991,0.7342135511686694,0.6566322657454222,0.41476901783994735,0.26351927040616696,0.739017747379153,0.5641559229198799,0.6004809234205681
1,rg_l=1/10*m_t=40,0.5,"['yt:WPPPFqsECz0', 'yt:url1TFdHlSI', 'yt:FoCN8vFPMz4', 'yt:1PGm8LslEb4', 'yt:-p92CwIHgIA', 'yt:oOzYpKi99z4', 'yt:Of0UsCyzCxo', 'yt:LRpNlVZ-YOs', 'yt:iMiQeS1XywA', 'yt:80RfjcExcaI']",1606.270231763238,0.8643602504459927,0.710735204097933,0.8269558966656594,0.7523302298385287,1.0,0.8309265456052275,0.2547939408360363,0.9486921259247459,1.0,0.8551678820836595
1,rg_l=1/10*m_t=60,0.5,"['yt:url1TFdHlSI', 'yt:WPPPFqsECz0', 'yt:3UoCBkp-CAg', 'yt:F1Hq8eVOMHs', 'yt:Y4yeTTOTfO8', 'yt:5eW6Eagr9XA', 'yt:3437zrU5dO8', 'yt:3hCffvguLTQ', 'yt:3sogsFD98uM', 'yt:80RfjcExcaI']",1771.0392215782977,0.8643602504459927,0.710735204097933,0.8508109757624631,0.6382282177096855,1.0,0.8309265456052275,0.675619201740994,1.0,1.0,0.8551678820836595
1,rg_l=1/10*m_t=80,0.5,"['yt:WPPPFqsECz0', 'yt:3UoCBkp-CAg', 'yt:2BrVYeTywNI', 'yt:sDPk-r18sb0', 'yt:DmO_yisKBRo', 'yt:2tSprtSObq8', 'yt:SCYMx75Ao8A', 'yt:iW0LiIMYqrU', 'yt:CTV-wwszGw8', 'yt:80RfjcExcaI']",1735.1109493606602,0.8874219730487081,0.8859038066956828,0.8570493158107959,0.81396075712119,0.8958477378802461,0.8309265456052275,0.3594541092708426,0.9486921259247459,0.6622357145838899,1.0
1,r_75,0.5,"['yt:aAQR-_GKaR8', 'yt:sAjm3-IaRtI', 'yt:CoJtE1_cNZs', 'yt:iJR1YIBttew', 'yt:oafm733nI6U', 'yt:6xqPKUx1WOI', 'yt:UzYpncXclYo', 'yt:XUzegDUtgIU', 'yt:cpqlyQYR4S0', 'yt:PRtwo1j0y2I']",148.679079225733,1.0,0.4000880064767099,1.0,0.8081956678570219,0.4199924997060634,0.3198318126496034,0.5792925909894001,0.49921273699929947,0.7158648855938057,0.5558170814953187
1,r_agg_75,0.5,"['yt:1ml-OLDV7Vw', 'yt:T8YYPbqJ3qw', 'yt:cmbKzLBXLo0', 'yt:RcTgh8_R920', 'yt:EijNDP-fRZ4', 'yt:gqCBChOJSHY', 'yt:69w3mZOHEtU', 'yt:wOJVqVHK1IA', 'yt:O0pKb3-YTzU', 'yt:UEGx4Ofhzo0']",247.73409294274245,0.6285422632958149,0.6982490886137992,0.8047399354005057,0.5764199419257892,0.6409699905215277,0.3039178771100076,0.5361678786332927,0.7688615953105633,0.5935997581729434,0.5394611251925157
2,rg_l=1/10*m_t=20,0.5,"['yt:url1TFdHlSI', 'yt:cVzQy1ZAIPU', 'yt:dW17u65l14I', 'yt:Hf7v9IZBFuw', 'yt:NMo3nZHVrZ4', 'yt:Gwougz56s-s', 'yt:Hf-UFQPerHc', 'yt:jB6zh9gbsAo', 'yt:79G5FwAhBDA', 'yt:80RfjcExcaI']",1538.516000094485,0.7982293997001919,0.710735204097933,0.6156098211306922,0.6382282177096855,1.0,0.6816704908874655,0.24713763460691665,0.8187366586314262,1.0,0.8149740725727227
2,rg_l=1/10*m_t=40,0.5,"['yt:WPPPFqsECz0', 'yt:ecqtrDTfDm4', 'yt:dWtG6DFFb1E', 'yt:5eW6Eagr9XA', 'yt:VvRr0oL6s_E', 'yt:QprkRP-Dylo', 'yt:q4xZArgOIWc', 'yt:8nzRXxPnlPQ', 'yt:p9eOZKauR7U', 'yt:80RfjcExcaI']",1691.0029711820619,0.8643602504459927,0.7689103773009615,0.8269558966656594,0.7180194920685997,0.8958477378802461,0.8309265456052275,0.2973388009162363,0.9486921259247459,0.46805450012045297,0.8551678820836595
2,rg_l=1/10*m_t=60,0.5,"['yt:WPPPFqsECz0', 'yt:WHUJL-EjsGY', 'yt:dGJzpQwA090', 'yt:cZoed-eUOQ4', 'yt:x3rptRn6GeA', 'yt:FP-9xsQYZwg', 'yt:HPdHj7rqLyc', 'yt:6I0vLIgeytU', 'yt:Va0RCgbywGc', 'yt:80RfjcExcaI']",1667.6437886939448,0.9443954373324096,0.7091856813614742,0.9060992773186607,0.895563850854232,0.8958477378802461,0.8309265456052275,0.2547939408360363,0.9486921259247459,0.8068389482171069,0.8551678820836595
2,rg_l=1/10*m_t=80,0.5,"['yt:WPPPFqsECz0', 'yt:XhRbt3R41hs', 'yt:lfzeKb5wDsU', 'yt:QeuIBwh7xNQ', 'yt:nEQiRsFjnPw', 'yt:bcSvhhOOiug', 'yt:3lrJYTsKdUM', 'yt:Y2-CtzpD7no', 'yt:sGLiSLAlwrY', 'yt:80RfjcExcaI']",1773.5209739923528,0.9544007185384779,0.7897417983254243,0.8865275733789101,0.7686802662416033,0.8958477378802461,0.8309265456052275,0.2547939408360363,0.9886914747253466,0.7915628265217807,0.8551678820836595
2,r_75,0.5,"['yt:HbFadtOxs4k', 'yt:xbdUlfYCRwc', 'yt:zjaUqUozwdc', 'yt:N0iytd4pn6o', 'yt:DV1x_9z_LMc', 'yt:sDxvadwizw8', 'yt:YC-v3whLUX0', 'yt:KHJPHBbghtw', 'yt:5AfCWxjOKEs', 'yt:N_ayq66t77U']",156.1069424114785,0.816195723296855,1.0,0.646162625845268,0.666469926696504,0.7238780961552216,0.5716365698508409,0.12008736268130647,0.6489581584102276,0.37570492629620644,0.9613755985025277
2,r_agg_75,0.5,"['yt:w2KRtsNBCvg', 'yt:2YjVkNfgD34', 'yt:w5JRKUndWNk', 'yt:KCSsKV5F4xc', 'yt:jB6zh9gbsAo', 'yt:F1Hq8eVOMHs', 'yt:8HslUzw35mc', 'yt:xqqzMjfFa10', 'yt:3UoCBkp-CAg', 'yt:n-NJ-B_IIFw']",292.73687805558797,0.8531934303746965,0.5657952895740509,0.8508109757624631,0.5196815463523701,0.8873216333156579,0.5994545838908989,0.8899741535982424,1.0,0.5934445900231323,0.46345070635510854
3,rg_l=1/10*m_t=20,0.5,"['yt:VKsekCHBuHI', 'yt:ZIS2KMydo5w', 'yt:9-xtduLc3Ig', 'yt:Ic3xHn1E8EE', 'yt:BrK7X_XlGB8', 'yt:JMpuxLIgjPs', 'yt:spUNpyF58BY', 'yt:0XPRVXqK3S8', 'yt:qFXWjv65JWg', 'yt:80RfjcExcaI']",1500.400531904757,0.6232455385423382,0.7590805762400171,0.6437752591591483,0.5763754682003124,0.8475096911254043,0.15170089697047667,0.4687195652020512,0.8476620319854805,0.46684450739693306,0.8423929410042964
3,rg_l=1/10*m_t=40,0.5,"['yt:WPPPFqsECz0', 'yt:of0UH95cWzk', 'yt:JMpuxLIgjPs', 'yt:oH10ZxWJdZI', 'yt:wrXZ0dooSbk', 'yt:FFkSWgiGyyo', 'yt:o2DEESuEOJk', 'yt:R4XgsA4t2zI', 'yt:0eGBaRBbV5g', 'yt:80RfjcExcaI']",1575.521876737329,0.8643602504459927,0.6575625605071511,0.8269558966656594,0.5998043666880764,0.8958477378802461,0.8309265456052275,0.4687195652020512,0.9486921259247459,0.5071809754729297,0.8551678820836595
3,rg_l=1/10*m_t=60,0.5,"['yt:WPPPFqsECz0', 'yt:V6x9bXTU0vY', 'yt:lfzeKb5wDsU', 'yt:RBHb4M7Nuhs', 'yt:YTpwlQ1R1fU', 'yt:MI_r3s5xvIo', 'yt:lFCX9Knhezg', 'yt:o8MKOzPbC_8', 'yt:G3bdVZntcxo', 'yt:80RfjcExcaI']",1605.4498560311408,0.8643602504459927,0.6647769219560106,0.8269558966656594,0.5998043666880764,0.8958477378802461,0.8309265456052275,0.5246790114051455,0.9486921259247459,0.5249056860037449,0.8551678820836595
3,rg_l=1/10*m_t=80,0.5,"['yt:WPPPFqsECz0', 'yt:XhRbt3R41hs', 'yt:rpeEyLzgBlQ', 'yt:8nzRXxPnlPQ', 'yt:ZoGH7d51bvc', 'yt:VM6HZqQKhok', 'yt:JefwhxJWmik', 'yt:_-gsCVB99u8', 'yt:OEdOSgWxbvs', 'yt:80RfjcExcaI']",1732.012640726033,0.9544007185384779,0.7897417983254243,0.8730280744220857,0.841301196830333,0.8958477378802461,0.8309265456052275,0.2547939408360363,0.9886914747253466,0.6101832247008211,0.8551678820836595
3,r_75,0.5,"['yt:5wK5E1NqQPQ', 'yt:dGsnhOixB2s', 'yt:M2wI25p_7GA', 'yt:Sqdrr6DETNw', 'yt:YVlZZnCSrIE', 'yt:BwP2mSZpe0Q', 'yt:KX5ZYMPd56E', 'yt:8BIcAZxFfrc', 'yt:4wR9hWduhuQ', 'yt:14Y1hUxGLek']",111.11746553286454,0.6926304342168276,0.26201565415173744,0.8072844189409655,0.6626911546623209,0.28822205463935924,0.4033116504866243,0.006862535115480025,0.5780954328580975,0.22624468475946616,0.5624437828169807
3,r_agg_75,0.5,"['yt:AXkwZqirtbo', 'yt:svVFn1XDboo', 'yt:vs_Zzf_vL2I', 'yt:RXNcevGTmUo', 'yt:6gjMfVcKA_o', 'yt:n3Xv_g3g-mA', 'yt:rcgxY__YXEc', 'yt:s7tWHJfhiyo', 'yt:qwFSHelaMV4', 'yt:WP6T4MH0Dn4']",324.36373370047676,0.8993003550092393,0.8314829948167284,0.9014136898968058,0.6828911040249853,0.7931782288174375,0.6329151659501736,0.30476557584278063,0.768386838202156,0.6284282606249358,0.6893721429216
4,rg_l=1/10*m_t=20,0.5,"['yt:dGJzpQwA090', 'yt:rvskMHn0sqQ', 'yt:h6L7-7zLgkg', 'yt:QPKKQnijnsM', 'yt:Fq4vXU1NP6k', 'yt:imh07NVVkhc', 'yt:4Rcs2gAzKbY', 'yt:zuA8KvSvAh4', 'yt:b1iXIZ71Hek', 'yt:80RfjcExcaI']",1432.1351835035955,0.8468274378024947,0.36761001609803484,0.7804926745507209,0.5994935469071302,0.4407896332172829,0.3889791698328898,0.8029157797906772,0.7742365167834643,0.8068389482171069,0.36581311103654923
4,rg_l=1/10*m_t=40,0.5,"['yt:url1TFdHlSI', 'yt:GVJRZqI6h2k', 'yt:LxgMdjyw8uw', 'yt:trg06GQ3VkU', 'yt:4_Le9FOsO74', 'yt:hdAEGAwlK0M', 'yt:Q_WUevK30Us', 'yt:bSWFpCdITjI', 'yt:fBSKTfGhJxk', 'yt:80RfjcExcaI']",1679.9987732103764,0.8912209415401622,0.710735204097933,0.8002539767006991,0.7342135511686694,1.0,0.6481654832137889,0.6585520723596378,0.8784807620865045,1.0,0.6004809234205681
4,rg_l=1/10*m_t=60,0.5,"['yt:WPPPFqsECz0', 'yt:url1TFdHlSI', 'yt:DjwxOH3N-gc', 'yt:LwGz1Wx8vH4', 'yt:ZnnFeSCZTxQ', 'yt:_-gsCVB99u8', 'yt:07Gm32CoQpI', 'yt:Uwc1b-ZPkBc', 'yt:fPr386Zqc78', 'yt:80RfjcExcaI']",1628.4036533544595,0.8643602504459927,0.710735204097933,0.8269558966656594,0.7039463854293555,1.0,0.8309265456052275,0.6417690656693023,0.9486921259247459,1.0,0.8551678820836595
4,rg_l=1/10*m_t=80,0.5,"['yt:WPPPFqsECz0', 'yt:F1Hq8eVOMHs', 'yt:vYb3rB0jU70', 'yt:wtJwVZGuiOY', 'yt:puoWpxZNMC8', 'yt:IV3dnLzthDA', 'yt:BuQcPIVH9vw', 'yt:u17oYAUe1Xo', 'yt:pnVEnLm9aWA', 'yt:80RfjcExcaI']",1764.9370354140178,0.8643602504459927,0.7447885162255244,0.892366784942842,0.8114276458870225,0.9440749031741681,0.8309265456052275,0.44213457666596695,1.0,0.44458870833318026,0.8551678820836595
4,r_75,0.5,"['yt:XAgXwUwQoPA', 'yt:M2wI25p_7GA', 'yt:-UDLorjyWg0', 'yt:O3kHVs6kX8g', 'yt:yw3UmynOhq8', 'yt:6haF08QQe2E', 'yt:MRbWmBK8-DM', 'yt:09Fgix9yqbk', 'yt:xcphSSvyuyQ', 'yt:IVqXKP91L4E']",186.0147083433776,0.9931992521111431,0.49875063701251887,0.8759410618974717,0.7950467359873713,0.606971319812404,0.08011168479080122,-0.12394738051813345,0.7289504350109719,0.5076891756408488,0.2909138901239262
4,r_agg_75,0.5,"['yt:Jc1v2iuWg3Y', 'yt:VM6HZqQKhok', 'yt:S1zFnV2pFPU', 'yt:IbUUJzwpl-M', 'yt:kGxW2toAvzc', 'yt:4wR9hWduhuQ', 'yt:VXNcemkm2zY', 'yt:xbdUlfYCRwc', 'yt:deS8ZGhAQWc', 'yt:lbWKPtXadIM']",275.68872742671147,0.6926304342168276,1.0,0.8072844189409655,0.4214315285647512,0.7238780961552216,0.6618567164148216,0.7636271717807205,0.7319861857459797,0.6101832247008211,0.8104787811785068
5,rg_l=1/10*m_t=20,0.5,"['yt:X0F7RPVitPk', 'yt:F1Hq8eVOMHs', 'yt:veNMtTKdnpM', 'yt:Hvq2DW6r2OM', 'yt:fWClXZd9c78', 'yt:Eh7l4Gvx054', 'yt:a1538GVBxJQ', 'yt:vi-E22a_4Nk', 'yt:Cmiv4iupcGg', 'yt:80RfjcExcaI']",1469.372221164558,0.8531934303746965,0.3810656817184537,0.8508109757624631,0.5196815463523701,0.8873216333156579,0.5994545838908989,0.47364169494364244,1.0,0.5794061966350598,0.5170623967050537
